id	plot	genres	n_genres	image_path
1289451	John Brzenk is troubled by when to call it quits; should he retire when he is on top or wait until someone takes his title. After twenty-five solid years of total world domination, John Brzenk, is aware that his dethroning may be near, he just doesn't know the cause. As the prodigal arm wrestler, Brzenk excelled in a way that seemed humanly impossible. Hungry for the best arm wrestling competition, Brzenk traveled the world beating every opponent. With a humble and understated character, his legend supercedes him in the hearts of arm wrestlers in over 120 countries. Among the super warriors of arm wrestling are 2 titans from opposite ends of the world, bonded by one defining goal, to beat John.	Documentary	1	images/1289451.jpeg
0293191	The tragic story of a platoon of Spanish soldiers, in the hell of the Kosovo war in 2000	Adventure|War|Drama	3	images/0293191.jpeg
0270197	A father who embarks on a nationwide journey to trace the line of ownership of the gun that killed his daughter. Starting with the gun factory, Martin travels to gun stores, trade shows, and individuals, also searching for his runaway granddaughter.	Drama	1	images/0270197.jpeg
0446687	A coming of age story about a shy teenage boy trying to escape from the influence of his domineering mother. His world changes when he begins to work for a retired actress.	Comedy|Drama	2	images/0446687.jpeg
0048640	During the 1950s an American journalist disappears in China. His wife, Jane Hoyt, arrives in Honk Kong, determined to find him. There are rumors that Louis Hoyt might be held by the Communist Chinese as spy. Jane Hoyt asks shady shipping magnate Hank Lee for his help but Hank tries to dissuade her from venturing into Red China. Desperate, Jane asks another local, Fernand Rocha, for his help and pays him money. When dishonest and sleazy charlatan Rocha spends her money and forcibly confines her Hank Lee finally takes pity on her and decides to go searching for her husband himself. Illegally entering Red China Hank finds plenty of trouble.	Adventure|Crime|Drama|Romance|Thriller	5	images/0048640.jpeg
0360009	Maverick Ranger Scott, known for ruthless, unorthodox methods but good results, is called in to help the secret service after a Washington big wig's brat daughter is abducted while studying at Harvard. Scott quickly realizes the protection detail's prime suspect, her boyfriend Michael Blake, is innocent and dumped her for being a drug-addicted slut. Next he traces her to a bordello, only to realize the captors didn't realize who she is but simply recruited her for the Middle Eastern white slavery market, and are likely to dispose of her rather than confront her father. But instead of the support expected in such high-profile cases, Scott gets orders to work in secret before the press catches on, and even finds his quest sabotaged.	Action|Crime|Drama|Mystery|Thriller	5	images/0360009.jpeg
0305973	New Orleans, 1981. Sonny Phillips, just discharged from the Army, returns home where the only life he's known is as a gigolo working for his mother. He wants to leave that behind, but the job his Army buddy promised doesn't materialize, and he can't escape his past.	Crime|Drama	2	images/0305973.jpeg
0052050	Lawyer Thomas Farrell has made a career defending crooks in trials. He has never realized that there is a downside to his success, until he meets the dancer Vicki Gayle. She makes him decide to get a better reputation. But mob king Rico Angelo *insists* that he continues his services.	Drama|Film-Noir	2	images/0052050.jpeg
0313285	Every year Scott Robertson, a generally admired Yale student, and his screw-up mate C.J. Longhammer from Minnesota cross the Wisconsin border for a wild night. Scott has a girl in his Saab, but as usual must return to the bar as CJ started a fight and this time Scotts adoring kid brother Robbie is with them, and just was about to lose his tormenting virginity. Scotts fists get them out. They are followed by a black Cadillac, make a risky drive on the lake to shake it, allow Robbie to take an urgent leak and give a lift to a neighboring sheriff, Charlie, who has car trouble in Arctic weather. The Cadillac keeps following and even ramming them, so they start wondering why and suspecting each-other, and it gets worse...	Horror|Thriller	2	images/0313285.jpeg
0056875	Egyptian caterer busies himself collecting body parts from young maidens in order to bring Ishtar, an ancient goddess of good and evil back to life. When he has prepared enough parts for the ceremony, he hypnotizes a woman giving an engagement party for her daughter, at which he plans to perform the ancient rites of summons, using the daughter as his final sacrifice.	Horror	1	images/0056875.jpeg
0063094	A Cockney con-artist just out of prison replaces an insurance company's computer programmer and sends claim checks to himself in various guises at addresses all over Europe. Meanwhile, he falls in love with inept secretary and frustrated flutist, Maggie Smith.	Comedy|Crime	2	images/0063094.jpeg
0385751	13-year old Sofie has too much to drink at a party and falls asleep. The immature guys from her school take some compromising photos of her being drunk and knocked out and hands them out at school. Quickly she has a reputation of being easy and promiscious and her two best friends, Amanda and Emma, avoid her. She must learn to fight back and regain the confidence her dad has instilled in her before she can put things right again.	Comedy|Drama	2	images/0385751.jpeg
1258141	"Someone I loved (Je L'Aimais) is based on the best-selling novel by Anna Gavalda. It's the story of Pierre (Daniel Auteuil), who takes his daughter-in-law, Chloe (Florence Loiret Caille) and two small granddaughters to the family chalet to stay following a family crisis. Pierre's son, Adrian, has abruptly dumped his wife and children, and Chloe who ""never saw it coming"" is so emotionally devastated, Pierre thinks it's wise to take her away somewhere quiet for a few days until she stabilizes."	Drama|Romance	2	images/1258141.jpeg
0187819	"Doug and his friends find a ""monster"" living in the woods outside their town, but when they find the monster is actually kind of nice, they find themselves hunted by ""bad guys"" who want the monster. In addition, Doug has to compete for the attention of Patti Mayonnaise with a snobby 8th grader, Guy Graham. Will Doug get to take Patti to the Valentine's Day dance?"	Family|Animation|Comedy	3	images/0187819.jpeg
0286306	In 1917, in the Western front, a group of survivors of the British Company Y reach the most forward German trench in a foggy night. They capture a German soldier that advises that evil is in the trench, forcing the soldiers to kill each other, and asks them to leave the place. Only the private Charlie Shakespeare listens and helps the prisoner, while a supernatural force scares and makes the soldiers insane.	Drama|Horror|War|Thriller	4	images/0286306.jpeg
0379217	Eleven separate vignettes are presented. In each, celebrities, playing semi-fictionalized versions of themselves (with the exception of the characters of various wait staff, and one actor playing a lookalike cousin of herself), meet in a food service establishment with coffee/tea and cigarettes involved. Beyond the topic of discussion that brought them together, they often talk directly about coffee and cigarettes, more often that coffee and cigarettes, and by association caffeine and nicotine, are not healthy, especially if they are the only things constituting lunch. Other recurring themes include the Lee family, cousinhood, celebrity worship, the connection between the medical and musical careers, and Nikola Tesla's belief that the Earth is a conductor of acoustic resonance. In all cases, the coming together for coffee/tea and smokes acts as a bridge to overcome disagreements, and/or makes uncomfortable situations less uncomfortable.	Comedy|Drama|Music	3	images/0379217.jpeg
0059942	Zatoichi makes friends with a dangerous chess player, while fending off angry yakuza and bloodthirsty relatives out for revenge, and trying to save a sick child. Meanwhile, his luck with dice is turning...	Drama|Adventure|Action	3	images/0059942.jpeg
0110604	Billy Hughes, a mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must first escape capture at that time, then keep from being killed before convincing authorities of what she's seen. Plot twists galore follow as Billy tries to stay alive.	Horror|Thriller	2	images/0110604.jpeg
0806940	"The ultimate rebel Adela boasts three tattoos, a body piercing and a recent arrest for alleged indecent behavior. Petrified that his beloved daughter will spoil his chances of becoming the next governor of Mexico City, Adela's father has enrolled her in the only remaining charm school for young ladies in the city. Maca Ribera guarantees that her school can turn any young girl into a ""domestic goddess"" ... that is until she meets Adela. The two determined women face-off in a battle of wills that turns the school and its colorful bunch of school-mates upside down when Maca attempts to transform the irreverent Adela into a suitable First Daughter."	Comedy	1	images/0806940.jpeg
0073636	A small village in the Indian Nation that is run by a Minister Goodnight and his daughter Eula is overrun by a band of drunken thugs. They kill and rape the people of the village. Miss Goodnight then teams up with the ruthless Marshal Rooster J. Cogburn who goes after them and bring them to justice.	Adventure|Drama|Western	3	images/0073636.jpeg
0454824	Before the United States enters World War I, some American youths volunteer for the French military. Subsequently, they become the first U.S. fighter pilots and form a squadron known as the Lafayette Escadrille, whose exploits and heroism become the stuff of legend. This fictional version follows a laconic Texas rancher, an eager Nebraska kid, a Black boxer already in France, and a New York swell, as they arrive green for training, get their baptism by fire when German planes ambush them on their first mission, and graduate to heroics. Rawlings, the Texan, falls in love with a young woman he meets at a bordel.	Action|Adventure|Drama|History|Romance|War	6	images/0454824.jpeg
0097702	The director Maurizio Nichetti is invited by a TV studio to introduce a screening of his best-known film, the neo-realist classic 'Ladri di saponette'. But Nichetti is horrified to discover that his black-and-white tale of life in poverty is constantly interrupted by garish colour commercials, and even more horrified when a power cut in the studio causes film and commercials to be mixed up -a glamorous model finds herself in the arms of an unemployed pauper, while his wife finds herself in consumer heaven. So Nichetti has to break into the film to try to sort everything out	Comedy|Fantasy	2	images/0097702.jpeg
0021622	"Based on a Sinclair Lewis novel ""Martin Arrowsmith"". A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine."	Drama	1	images/0021622.jpeg
0365485	A chance encounter between a travelling salesman and a lonely hitman triggers a strangely profound relationship which provokes each to act in ways neither would have imagined possible. Fate steps in to form a friendship between two men from irreconcilable worlds that will alter the lives of both forever.	Comedy|Crime|Drama|Thriller	4	images/0365485.jpeg
0109303	Jimmy Dove works for the bomb squad in Boston and he is always the one who is on the tough jobs. One day he decides to quit the force and to become a teacher for the rookies of the squad. A few days later his former partner is killed by a bomb and Jimmy becomes suspicious that maybe this bomb could have been built by a former friend of himself. He begins to investigate and finds out that his worst nightmare has returned from his past.	Action|Crime|Drama|Thriller	4	images/0109303.jpeg
0039632	St. Vincent de Paul struggles to bring about peace and harmony among the peasant and the nobles in the midst of the Black Death in Europe, carrying on his charitable work in the face of all obstacles.	Biography|Drama|History	3	images/0039632.jpeg
1355638	Algiers, 1920s. Rabbi Sfar has more than one problem. His beautiful daughter Zlabya is becoming a teenager and above all, his parrot-killing cat has just started talking. The delivery of a box from Russia further complicates things when a painter is discovered inside, more dead than alive. He is on a quest for a hidden tribe and its mythical city in Africa. Convinced that the city exists, he sets off on an incredible adventure, taking with him the Rabbi, his cat, a wise old Arab Sheikh and an eccentric Russian millionaire.	Animation|Comedy|Fantasy	3	images/1355638.jpeg
0108037	Scotty Smalls moves to a new neighborhood with his mom and stepdad, and wants to learn to play baseball. The neighborhood baseball guru Rodriquez takes Smalls under his wing, and soon he's part of the local baseball buddies. They fall into adventures involving baseball, treehouse sleep-ins, the desirous lifeguard at the local pool, the snooty rival ball team, and the travelling fair. Beyond the fence at the back of the sandlot menaces a legendary ball-eating dog called The Beast, and the kids inevitably must deal with him.	Comedy|Drama|Family|Sport	4	images/0108037.jpeg
0120370	"From a television series that barely lasted three seasons in the 1960s, Star Trek has grown into a multibillion-dollar industry involving several spin-off series, numerous movies, and countless merchandise items. This phenomenon is due to the series' legions of rabidly devoted fans, popularly known as ""Trekkies"". Star Trek actress Denise Crosby provides an affectionate and humorous look at some of these people, who demonstrate how Star Trek has affected and even shaped their lives. Several members of the series' cast and creative team also describe what the series and its fans mean to them."	Documentary	1	images/0120370.jpeg
0074312	"A wealthy couple, with a daughter Angela, a young teen who walks with crutches, tells each other they are off for the weekend on business (he to Oslo, she to Milan). Actually, both are meeting their lovers, and both go to the family's county home, Traunitz castle. Surprising each other, there's sophisticated laughter; they decide to continue as planned. Dinner, however, is interrupted by the arrival of Angela and her mute attendant, also named Traunitz. The next day, the child initiates a game of ""Chinese roulette,"" in which one team tries to guess which of them the other team is thinking of by asking questions. The game has an edge of cruelty and the results are explosive."	Drama|Thriller	2	images/0074312.jpeg
0230025	At a public records office, a seemingly normal boss has hired a new employee named Bartleby. Bartleby however, is eccentric and with each passing day, he begins to refuse his boss' orders which only gets worse. Eventually, the boss finds himself clueless as to what to do about Bartleby as he discovers even stranger things about him.	Comedy|Drama|Mystery	3	images/0230025.jpeg
0120877	The church has long known that vampires exist. However, it is discovered that a group of vampires are searching for a powerful doom for mankind. The Vatican then secretly enlists a team of vampire-hunters, led by Jack Crow, to hunt down and destroy the vampires before they find the crucifix.	Action|Horror|Thriller	3	images/0120877.jpeg
1893326	It's the most mythic of all American emporiums - and the scene of many an ultimate fashion fantasy. Now audiences get a rarified chance to peek behind the backroom doors and into the reality of the fascinating inner workings and fabulous untold stories from Bergdorf Goodman's iconic history in Scatter My Ashes at Bergdorf's.	Documentary	1	images/1893326.jpeg
2094064	Leonato (Clark Gregg), the governor of Messina, is visited by his friend Don Pedro (Reed Diamond) who is returning from a victorious campaign against his rebellious brother Don John (Sean Maher). Accompanying Don Pedro are two of his officers: Benedick (Alexis Denisof) and Claudio (Fran Kranz). While in Messina, Claudio falls for Leonato's daughter Hero (Jillian Morgese), while Benedick verbally spars with Beatrice (Amy Acker), the governor's niece. The budding love between Claudio and Hero prompts Don Pedro to arrange with Leonato for a marriage. In the days leading up to the ceremony, Don Pedro, with the help of Leonato, Claudio and Hero, attempts to sport with Benedick and Beatrice in an effort to trick the two into falling in love. Meanwhile, the villainous Don John, with the help of his allies Conrade (Riki Lindhome) and Borachio (Spencer Treat Clark), plots against the happy couple, using his own form of trickery to try to destroy the marriage before it begins. A series of comic and tragic events may continue to keep the two couples from truly finding happiness, but then again perhaps love may prevail.	Comedy|Drama|Romance	3	images/2094064.jpeg
0035675	Bud Hooper, a cadet at Winsocki Military Academy, sends an invitation to movie star Lucille Ball to come to Winsocki's big dance. Ball's publicity-hungry agent convinces her to go in order to boost her career. Complications arise when Bud's girlfriend Helen Schlesinger unexpectedly shows up, too.	Musical|Comedy	2	images/0035675.jpeg
0157208	Fashion executive Dominique's obsession for Quentin, a young bisexual hustler, fills her desire for physical love but leaves her taxed emotionally. Twists and turns in the relationship, along with the man's violent and abusive nature, force Dominique to reconcile the conflicts created by her passion. In this quest, Dominique is aided [and sometimes hindered] by friends, clients, and Quentin's former and current acquaintances.	Drama|Mystery|Romance	3	images/0157208.jpeg
2382090	When a team of Shaolin-trained kung fu actors is about to get their break in Hollywood, a mysterious and sadistic Director forces them to run a gauntlet through Los Angeles. The Director films their every move as they prove their prowess by provoking a rogues' gallery of underworld thugs and martial artists.	Action|Thriller	2	images/2382090.jpeg
0091209	A young man transporting a car to another state is stalked along the road by a cunning and relentless serial killer who eventually frames the driver for a string of murders. Chased by police and shadowed by the killer, the driver's only help comes from a truck stop waitress.	Thriller	1	images/0091209.jpeg
0057226	Gerald and Marianne Harcourt are traveling by car when the car breaks down and they have to spend a few days in a small, remote village. It doesn't take long before they are invited to Dr. Ravna's castle. Without their knowledge, Dr. Ravna is the leader of a vampire cult, and he has become astonished by Marianne's beauty...	Horror	1	images/0057226.jpeg
0480242	Single father Dan Burns dedicates his life to his children, but one day he meets Marie at a bookstore. They get to know each other, but then Dan finds out that Marie is actually dating his brother, Mitch.	Comedy|Drama|Romance	3	images/0480242.jpeg
0220627	On the surface, twenty-five year old Bibiane Champagne has the perfect life. She is the daughter of the famed Flo Fabert. She co-owns a chain of boutiques in Quebec with her brother, Philippe. But Bibi's life is in shambles. She has just had an abortion. And the boutiques are failing because of her incompetence, which is the result of or has led to her substance abuse. It is also the result of the high expectations on her. Bibi's story is told by a fish awaiting decapitation on a butcher's block, the fish as narrator largely because of the singular and accidental encounter she has with fifty-three year old Norwegian fishmonger, Annstein Karlsen. That encounter leads to a further failed decision by Bibi and a meeting with Annstein's son, Evian Karlsen, who does not know the full extent of Bibi and his father's relationship. Bibi's time with Evian may provide some salvation to her crumbling life.	Drama	1	images/0220627.jpeg
0309820	Biography of Martin Luther, the 16th-century priest who led the Christian Reformation and opened up new possibilities in exploration of faith. The film begins with his vow to become a monk, and continues through his struggles to reconcile his desire for sanctification with his increasing abhorrence of the corruption and hypocrisy pervading the Church's hierarchy. He is ultimately charged with heresy and must confront the ruling cardinals and princes, urging them to make the Scriptures available to the common believer and lead the Church toward faith through justice and righteousness.	Biography|Drama|History	3	images/0309820.jpeg
0054428	"Odd Western about racial intolerance focuses around Kiowa claim that the Zachary daughter is one of their own, stolen in a raid. The dispute results in other whites' turning their backs on the Zacharys when the truth is revealed by Mother. Murphy plays Cash, the hotheaded brother who reacts violently to learning his ""sister"" is a ""red-hide Indian."" He leaves the family but returns to help them fight off an Indian raid during which Hepburn kills her Kiowa brother, thus choosing sides once and for all."	Drama|Romance|Western	3	images/0054428.jpeg
0378661	The lives of the residents of a small French town are changed when thousands of the recently dead inexplicably come back to life and try to integrate themselves into society that has changed for them.	Drama|Fantasy	2	images/0378661.jpeg
0178868	Reiko Asakawa is researching into a 'Cursed Video' interviewing teenagers about it. When her niece Tomoko dies of 'sudden heart failure' with an unnaturally horrified expression on her face, Reiko investigates. She finds out that some of Tomoko's friends, who had been on a holiday with Tomoko the week before, had died on exactly the same night at the exact same time in the exact same way. Reiko goes to the cabin where the teens had stayed and finds an 'unlabeled' video tape. Reiko watched the tape to discover to her horror it is in fact the 'cursed videotape'. Ex-Husband Ryuji helps Reiko solve the mystery, Reiko makes him a copy for further investigation. Things become more tense when their son Yoichi watches the tape saying Tomoko had told him to. Their discovery takes them to a volcanic island where they discover that the video has a connection to a psychic who died 30 years ago, and her child Sadako...	Horror|Mystery	2	images/0178868.jpeg
0479952	"The sequel to 2005's ""Madagascar"", in which New York Zoo animals, Alex the Lion, Marty the Zebra, Melman the Giraffe and Gloria the Hippo, still stranded on Madagascar, start to leave the island. All of a sudden, they land in the wilderness of Africa, where Alex meets the rest of his family, but has trouble communicating with them after spending so much time at the Central Park Zoo."	Animation|Action|Adventure|Comedy|Family	5	images/0479952.jpeg
0039040	During World War I, small-town girl Josephine Norris has an illegitimate son by an itinerant pilot. After a scheme to adopt him ends up giving him to another family, she devotes her life to loving him from afar.	Drama|Romance	2	images/0039040.jpeg
1058017	It's a world where everyone tells the truth - and just about anything they're thinking. Mark Bellison is a screenwriter, about to be fired. He's short and chunky with a flat nose - a genetic setup that means he won't get to first base with Anna, the woman he loves. At a bank, on the spur of the moment he blurts out a fib, with eye-popping results. Then, when his mother's on her deathbed, frightened of the eternal void awaiting her, Mark invents fiction. The hospital staff overhear his description of Heaven, believe every word, and tell others. Soon Mark is a prophet, his first inventive screenplay makes him rich, and he's basically a good guy. But will that be enough for Anna?	Comedy|Fantasy|Romance	3	images/1058017.jpeg
0072844	Syreena must investigate the disappearance of her mother, Cinderella. A series of wild complications follow.	Action|Comedy|Musical	3	images/0072844.jpeg
2397619	Iconic writer, director, actor, comedian and musician	Documentary|Biography	2	images/2397619.jpeg
1233576	Financial concerns tempt a security guard to return to his smuggling ways.	Thriller	1	images/1233576.jpeg
0040186	Radio personality Carroll Levis becomes involved in a case of theft and murder.	Crime|Drama	2	images/0040186.jpeg
1679595	When drug smuggler Genia is betrayed by his partner, he has no choice but to get help from a Russian mobster. His main goal is to retreat from the crime world and retire. He travels to Moscow, where he arrives at his ex-girlfriend Sasha, a hooker with a heart. Everything goes wrong from there and Genia is forced to flee with Sasha through Lithuania and Belarus where he will finally end up in France.	Drama	1	images/1679595.jpeg
0424430	In 1980s Kyushu, two teenagers fell in love, and exchanged their secrets and thoughts by way of sending tape recordings to each other. More than a decade later, the boy (now grown-up and bittered) rediscovers the last recording of his long-dead lover's voice. Her words trigger a series of flashbacks illustrating the joyful beginning and tragic end of their relationship.	Drama|Romance	2	images/0424430.jpeg
0013992	"Filmic insert to Eisenstein's modernized, free adaptation of Ostrovskiy's 19th-century Russian stage play, ""The Wise Man"" (""Na vsyakogo mudretsa dovolno prostoty""). The anti-hero Glumov tries to escape exposure in the midst of acrobatics, derring-do, and farcical clowning. Several members of Eisenstein's troupe at the legendary ""Proletkult"" stage theatre in Moscow briefly appear in this little film."	Short	1	images/0013992.jpeg
0053134	This movie takes a look at a Westernized suburban area in Japan in the late '50s. It focuses mainly on the daily lives of a small community and the way its members interact. It also demonstrates the power of oral communication and the way in which small talk acts as a lubricant for our daily lives.	Comedy|Drama	2	images/0053134.jpeg
0087328	When the movie opens, a woman is recalling the events that molded her perspective on the world. Years ago, her husband, a wealthy Western-educated landowner, challenged tradition by providing her with schooling, and inviting her out of the seclusion in which married women were kept, to the consternation of more conservative relatives. Meeting her husband's visiting friend from college, a leader of an economic rebellion against the British, she takes up his political cause, despite her husbands warnings. As the story progresses, the relationship between the woman and the visitor becomes more than platonic, and the political battles, pitting rich against poor and Hindu against Moslem, turn out not to be quite as simple as she had first thought.	Drama	1	images/0087328.jpeg
0045607	Mediterranean ferryboat captain Henry St James has things well organized - a loving and very English wife Maud in Gibraltar, and the loving if rather more hot-blooded Mistress, Nita in Tangiers. A perfect life. As long as neither woman decides to follow him to the other port.	Comedy|Romance	2	images/0045607.jpeg
0107953	Colonel Reynolds and his group of government scientists continue their work on re-animating the dead for military use. His son Curt and his girlfriend Julie use Dad's security pass to sneak in and watch the proceedings. Later when father and son have a disagreement, Curt and Julie take off on a motorcycle and Julie is killed in an accident. Grief-stricken, Curt takes her body to the lab and brings her back to life. Curt must help Julie deal with her new existence as military agents and local gang members try to find them.	Horror|Romance|Sci-Fi	3	images/0107953.jpeg
0479044	With a first-person look at the notorious Crips and Bloods, this film examines the conditions that have lead to decades of devastating gang violence among young African Americans growing up in South Los Angeles.	Documentary|Crime	2	images/0479044.jpeg
0040705	Eben Adams is a talented but struggling artist in Depression era New York who has never been able to find inspiration for a painting. One day, after he finally finds someone to buy a painting from him, a pretty but odd young girl named Jennie Appleton appears and strikes up an unusual friendship with Eben.	Drama|Romance|Fantasy|Mystery	4	images/0040705.jpeg
0046447	Living with her father and stepmother in Naples, Anna is very unhappy as her stepmother hinders her attempts to live her own life. While her parents are away, she goes out with Carlo, but finds herself locked out when she comes home. This angers Carlo and he asks Anna to go away with him to Rome, where he plans to liquidate his business assets in order to have money for marriage. He quarrels with his partner and is implicated when his partner is found murdered. Although innocent, he is convicted and given a long sentence. Anna has a child and, finding it impossible to support her child , returns to Naples. The stepmother's conditions are that before she will agree to house the child, Anna must commit herself to a reformatory for unmarried mothers.	Drama	1	images/0046447.jpeg
0121731	A short mime adaptation of a Thomas Mann story about a Parisian urchin who makes her living selling human heads.	Short	1	images/0121731.jpeg
0031678	A Japanese man claiming to be Mr Moto, of the International Police, is abducted and murdered soon after disembarking from a ship at Port Said in Egypt. The real Mr Moto is already in Port Said, investigating a conspiracy against the British and French governments. The dead man was his colleague, impersonating him to throw the conspirators off his scent. Mr Moto recognises one of the conspirators as a British Secret Service agent, and together they discover that the gang have mined the harbour in preparation for the arrival of the French fleet. Their aim is to throw the blame onto the British, which may start a second World War.	Crime|Drama|Mystery|Romance|Thriller	5	images/0031678.jpeg
0051201	It's Britain, 1953. Upon his return to work following a heart attack, irrepressible barrister Sir Wilfrid Robarts, known as a barrister for the hopeless, takes on a murder case, much to the exasperation of his medical team, led by his overly regulated private nurse, Miss Plimsoll, who tries her hardest to ensure that he not return to his hard living ways - including excessive cigar smoking and drinking - while he takes his medication and gets his much needed rest. That case is defending American war veteran Leonard Vole, a poor, out of work, struggling inventor who is accused of murdering his fifty-six year old lonely and wealthy widowed acquaintance, Emily French. The initial evidence is circumstantial but points to Leonard as the murderer. Despite being happily married to East German former beer hall performer Christine Vole, he fostered that friendship with Mrs. French in the hopes that she would finance one of his many inventions to the tune of a few hundred pounds. It thus does not help his case when it is learned that Mrs. French changed her will prior to her murder with Leonard being the primary beneficiary of a £80,000 estate. Leonard states that he knew nothing about the will. Christine is apparently the only alibi Leonard has to his whereabouts at the time of the murder. The usual methods Sir Wilfrid uses to test his clients' guilt or innocence leads to him believing that Leonard is indeed innocent. As the trial progresses, the prosecution calls a surprise witness, one that could place a nail in the coffin of Sir Wilfrid's planned line of defense. As Sir Wilfrid gets deeper and deeper into the case, something doesn't quite sit right with him, although he doesn't know what it is. The primary questions become how far Sir Wilfrid will go to obtain evidence to acquit Leonard, and if he will ever discover why he feels that there is something odd about the case.	Crime|Drama|Mystery|Thriller	4	images/0051201.jpeg
2216240	The cargo ship MV Rozen is heading for harbor when it is hijacked by Somali pirates in the Indian Ocean. Amongst the men on board are the ship's cook Mikkel and the engineer Jan, who along with the rest of the seamen are taken hostage in a cynical game of life and death. With the demand for a ransom of millions of dollars a psychological drama unfolds between the CEO of the shipping company and the Somali pirates.	Drama|Thriller	2	images/2216240.jpeg
0016832	A maid who works for a traveling theatrical troupe wants desperately to be an actress, and manages to get some small roles in the company's productions, but is determined to do anything she can to show that she deserves a shot at the big time.	Comedy|Romance	2	images/0016832.jpeg
0110678	"Robbins is sentenced to prison for the assassination of his general officer, a prison you leave only when you die. Since nobody ever leaves the prison, nobody knows what the prison is like. The prison manager realizes this and buys himself an island playground called ""Absolom,"" where the worst prisoners are free to create an isolated barbaric society, and where the strongest men rule...a living hell. Robbins is sent to Absolom after he almost kills the prison manager."	Action|Drama|Sci-Fi|Thriller	4	images/0110678.jpeg
0039892	Mary Hagen lives in a small town in Ohio and goes to Jordon Junior College. For years, there has been whispers, rumors and gossip about who are her real parents. When Tom Bates returns to town, he takes over the house and practice that Judge Merrivale left him when he died. As Tom has been away a number of years, this leads to more gossip and Mary believes that he is her father. The popular and rich Ken loves Mary, but his family and friends constantly remind him that she is 'not one of us'. Julia, a teacher at school encourages Mary but Mary cannot get a break in anything she does, or is accused of doing. Tom knows the answer to her true identity, and he is silent.	Drama	1	images/0039892.jpeg
0044488	"Banker William Sharon becomes desperate that his gold and silver shipments from Carson City to Virginia City are the helpless targets of a band of outlaws called ""The Champagne Bandits."" In true Robin Hood-fashion, after robbing the stage of its bullion, they treat its passengers to a fried chicken picnic replete with champagne. Sharon becomes convinced that the only way to foil the gang is to build a railroad to carry the ore, but that will take an extraordinary engineer in such mountainous territory. Sharon finds his man in brawling adventurer Jeff Kincaid, an experienced hand at difficult jobs and former resident of Carson City who knows the difficult terrain very well. It becomes a reunion of sorts as Kincaid's half brother works for the local newspaper, but they soon become rivals for the affections of Susan Mitchell, the publisher's daughter. Kincaid also has to fight the town's hostility to his boisterous railhands and ongoing efforts by the outlaws to sabotage the project."	Western	1	images/0044488.jpeg
0065481	A psychological gangster film based on fact. Machine gun totin' Ma Barker lead her family gang (her sons) on a crime spree in the Depression era. Her loyal brood have every perversion imaginable. The sadistic Herman sleeps with his Ma. When Fred Barker is released from prison, he brings home his cell mate/lover Kevin Dirkman, who also sleeps with Ma, much to Fred's chagrin. Lloyd Barker is a spaced-out drug addict who sniffs glue if nothing better is around. Ma kidnaps happy-go-lucky millionaire Sam Adams Pendlebury and holds him for ransom. Arthur Barker - Ma's wallflower son - and Herman's hooker lady friend Mona Gibson also figure in the story. The bloody finale is virtually choreographed and a visual stunner. Filmed in the Ozarks.	Crime|Drama	2	images/0065481.jpeg
0078916	A young rich orphan loses his fiancée to voodoo doll mischief on the part of his housekeeper who is jealous of his attentions. He digs his girlfriend up, cleans her out, stuffs her, and puts her in bed at the mansion. Following this, he tries out and disposes of a series of young maidens, trying to find the right replacement for her, and the disapproving housekeeper helps him with the disposals.	Drama|Horror	2	images/0078916.jpeg
0113613	Jude, Luke, Marc, Paulie and Pete are liberal-minded roommates and grad students at a Iowa post-secondary institution. Every Sunday for the past year, they have hosted a dinner party, inviting a friend over to have an open-minded discussion about whatever topics are of interest. On a dark and stormy night when Pete was supposed to bring a friend for one of those dinners, he instead comes home with Zachary Cody, who rescued a stranded Pete whose car broke down. They invite Zach to stay for dinner instead of Pete's missing friend. They soon find out that Zach is among other things a racist neo-Nazi, which brings up a potentially dangerous situation for Jewish Marc and black Luke. After some physical altercations and verbal threats, Marc ends up stabbing Zach dead out of what he considers self-defense. As the friends discuss what to do about Zach, they finally come to the conclusion that in killing Zach, they have done society a service. So they ponder 'why not invite other ultra-conservatives with extreme views to dinner to do the same to them'? Several dinner parties and deaths later, they think they've hit the jackpot when they meet powerful ultra-conservative broadcaster Norman Arbuthnot, who they invite for dinner. But the friends' plans start to unravel when they can't agree on whether certain of their guests deserve to die. It is also threatened by Sheriff Alice Stanley, who is not looking for the five's victims, but is nevertheless nosing around as she works on a missing girl case.	Comedy|Crime|Drama|Thriller	4	images/0113613.jpeg
0030241	"Free-thinking Johnny Case finds himself betrothed to a millionaire's daughter. When her family, with the exception of black-sheep Linda and drunken Ned, want Johnny to settle down to big business, he rebels, wishing instead to spend the early years of his life on ""holiday."" With the help of his friends Nick and Susan Potter, he makes up his mind as to which is the better course, and the better mate."	Comedy|Romance	2	images/0030241.jpeg
